"rules","support","confidence","lift","conviction"
"{atmosphere=Extraordinary Food,style=Power Brokers} => {price=$30-$50}",0.00942374784456831,0.875232774674115,2.8280764110202,5.53446715573993
"{cuisine=American,atmosphere=Extraordinary Food} => {price=$30-$50}",0.00948389942655492,0.680575539568345,2.19909455525958,2.16176340955785
"{cuisine=American,atmosphere=Good Service} => {price=$15-$30}",0.00926334362593736,0.652542372881356,1.38377049641076,1.52085205938477
"{cuisine=Italian,atmosphere=Good Decor} => {price=$15-$30}",0.00519308657817701,0.729577464788732,1.54712983030202,1.95409619741749
"{cuisine=American,atmosphere=Good Decor} => {price=$15-$30}",0.00902273729799094,0.611413043478261,1.29655232494727,1.35988004456545
"{atmosphere=Excellent Decor,style=Traditional} => {price=$15-$30}",0.00605525925331836,0.82967032967033,1.75938509383809,3.10240515777178
"{cuisine=Italian,atmosphere=Excellent Decor} => {price=$15-$30}",0.00667682560051329,0.736725663716814,1.56228818198956,2.00715214104249
"{cuisine=American,atmosphere=Excellent Decor} => {price=$15-$30}",0.0112884468861531,0.759784075573549,1.61118546643799,2.19981938755326
"{occasion=Weekend Dining,style=Pizza} => {cuisine=Italian}",0.00631591610859366,0.748218527315915,5.90173190437354,3.46816827461808
"{occasion=Weekend Dining,style=Pizza} => {price=$15-$30}",0.00553394554276777,0.655581947743468,1.39021616827917,1.53427395657747
"{price=below $15,style=Pizza} => {cuisine=Italian}",0.0120303163973212,0.842696629213483,6.6469479179809,5.55118756409008
"{cuisine=Italian,price=below $15} => {style=Pizza}",0.0120303163973212,0.730816077953715,14.4009170572357,3.5264071795767
"{cuisine=Italian,style=Pizza} => {price=$15-$30}",0.0267674539840398,0.674583122789288,1.43050974386636,1.62386060699049
"{price=$15-$30,style=Pizza} => {cuisine=Italian}",0.0267674539840398,0.752112676056338,5.93244782629034,3.52265094401528
"{cuisine=American,style=Pizza} => {price=$15-$30}",0.00507278341420379,1,2.12058335813597,NA
"{occasion=Weekend Lunch,style=Hamburgers} => {price=$15-$30}",0.00597505714400289,0.87905604719764,1.86411162455611,4.3692275265376
"{occasion=Weekend Lunch,style=Power Brokers} => {price=$30-$50}",0.00561414765208325,0.877742946708464,2.83618734850262,5.64810039247622
"{cuisine=American,occasion=Weekend Lunch} => {price=$15-$30}",0.00882223202470225,0.502283105022831,1.06513319358428,1.06171129227304
"{atmosphere=Parking/Valet,style=Cab} => {price=$15-$30}",0.00515298552351927,0.640897755610973,1.35907711481533,1.47153535242144
"{cuisine=Italian,atmosphere=Parking/Valet} => {price=$15-$30}",0.00563419817941212,0.661176470588235,1.40207982032049,1.55960729371349
"{atmosphere=Parking/Valet,style=Power Brokers} => {price=$30-$50}",0.00711793720174841,0.656192236598891,2.12030655057552,2.00844827891017
"{atmosphere=Wheelchair Access,occasion=Weekend Dining} => {price=$15-$30}",0.00601515819866062,0.591715976331361,1.25478305215146,1.29427461550934
"{cuisine=Italian,atmosphere=Wheelchair Access} => {price=$15-$30}",0.00553394554276777,0.638888888888889,1.35481714547576,1.46334917839108
"{atmosphere=Wheelchair Access,style=Power Brokers} => {price=$30-$50}",0.00631591610859366,0.719178082191781,2.32382816140155,2.45892527217368
"{cuisine=American,atmosphere=Wheelchair Access} => {price=$15-$30}",0.0118498616513614,0.54874651810585,1.16366273413033,1.17103062680919
"{cuisine=French,style=Californian} => {price=$30-$50}",0.0101856678830653,0.895943562610229,2.89499768329268,6.63601530093123
"{occasion=Private Rooms Available,style=Californian} => {price=$30-$50}",0.00573445081605646,0.692493946731235,2.23760564297205,2.24554965126291
"{cuisine=American,style=Californian} => {price=$30-$50}",0.00830091831415166,0.557200538358008,1.80044183026027,1.55944207366088
"{cuisine=Seafood,style=Continental} => {price=$15-$30}",0.00535349079680796,0.610983981693364,1.2956424636666,1.35838017686924
"{cuisine=Seafood,style=Hamburgers} => {price=$15-$30}",0.00553394554276777,1,2.12058335813597,NA
"{cuisine=Seafood,style=Traditional} => {price=$15-$30}",0.00585475398002967,0.715686274509804,1.51767240337183,1.85862165761166
"{cuisine=Seafood,style=Power Brokers} => {price=$30-$50}",0.00605525925331836,0.694252873563218,2.24328913612517,2.25846803116787
"{cuisine=Italian,occasion=Dining Outdoors} => {price=$15-$30}",0.00571440028872759,0.554474708171206,1.17580983865516,1.18608675521703
"{occasion=Dining Outdoors,style=Power Brokers} => {price=$30-$50}",0.00693748245578859,0.682445759368836,2.2051376613386,2.17449500692055
"{cuisine=American,occasion=Dining Outdoors} => {price=$15-$30}",0.0100252636644344,0.527983104540655,1.11963218486588,1.11951850206144
"{cuisine=French,style=Continental} => {price=$30-$50}",0.00860167622408469,0.594182825484765,1.919940021913,1.70155467546134
"{cuisine=American,style=Continental} => {price=$15-$30}",0.0111280426675222,0.5435847208619,1.15271671279673,1.15778693638441
"{cuisine=French,style=High Tea} => {price=$30-$50}",0.00860167622408469,0.650986342943854,2.10348512264216,1.97849023016262
"{occasion=Weekend Dining,style=High Tea} => {cuisine=American}",0.00505273288687492,0.670212765957447,1.83408458103494,1.92420771311447
"{price=$30-$50,style=High Tea} => {cuisine=American}",0.0224766411356619,0.577239958805355,1.57965792622542,1.50103859777797
"{cuisine=American,style=High Tea} => {price=$30-$50}",0.0224766411356619,0.69454770755886,2.24424181190739,2.26064798911919
"{cuisine=Italian,occasion=Takeout Available} => {price=$15-$30}",0.00531338974215022,0.610599078341014,1.29482624402312,1.35703748594387
"{cuisine=American,occasion=Takeout Available} => {price=$15-$30}",0.0123511248345831,0.538461538461538,1.14185257745783,1.14493523679673
